"Article_ID","Date","Title","Subject","Topic.Code"
31437,"10-Mar-98","On a Garage Floor in Kosovo, A Gruesome Serbian Harvest","Ethnic strife in Kosovo conflict",19
7105,"10-Sep-04","ARMY SAYS C.I.A. HID MORE IRAQIS THAN IT CLAIMED","Iraq occupation; prisons; Army report claiming that many prisoners were held unreported at the request of the CIA.",16
34953,"14-Jun-99","New Breed of Au Pair Packs a Shaving Kit","male au pairs",5
38459,"2-Oct-06","Wal-Mart to Add More Part-Timers And Wage Caps","Wal-Mart to add more part-time workers and wage caps",5
35420,"11-Aug-99","Lazio Is Seen Ready To Yield to Giuliani In U.S. Senate Race","Possible Republican New York Senate Candidate Pulls out of Race",20
45484,"2-Nov-98","THE 1998 CAMPAIGN: THE SENATE;","senate campaign",20
45430,"29-Dec-97","CLINTON ORDERING EFFORT TO SIGN UP MEDICAID CHILDREN","medicaid for children",3
36826,"4-Feb-06","Politics and Gifts As Owners Pick Super Bowl City","Struggle among cities to host the Superbowl.",29
27415,"27-May-00","Stretching, Sadly","bankrupt dance company",15
33035,"18-Sep-98","2 New Suspects Linked by U.S. To Terror Case","U.S. Embassy bombing in Kenya was orchastrated by Islamic extemist Fazil",19
37304,"15-Apr-06","RUMSFELD GETS ROBUST DEFENSE FROM PRESIDENT","SecDef Rumsfeld and Bush",16
18365,"27-Dec-04","Thousands Die as Quake-Spawned Waves Crash Onto Coastlines Across Southern Asia","Tsunami; first reports.",26
21323,"10-Jan-01","A Whitman Farewell","New Jersey Governor gives last address",24
44583,"31-Dec-96","China Rushes Cases Against Dissidents Before Shifts in Law","china cracking down on dissidents",19
24574,"3-Nov-00","Perot Endorses Bush","ross perot endorses bush",20
38064,"5-Aug-06","ISRAELI AIR RAIDS DESTROY BRIDGES NORTH OF BEIRUT","Israeli air raids destroy bridges north of Beirut",19
28898,"20-Aug-02","Once Vilified, Squatters Will Inherit 11 Buildings","squatters in NYC",14
29619,"23-Sep-03","ASHCROFT LIMITING PROSECUTORS' USE OF PLEA BARGAINS","Ashcroft makes it tougher to use plea bargins",12
45065,"20-Nov-97","THE 'DRAWER PEOPLE' -- A special report.; Newest Challenge for Welfare: Helping the Hard-Core Jobless","welfare problems",13
22495,"30-Mar-05","Medical Adviser for Baseball Lists Exaggerated Credentials","medical adviser for Major League Baseball who testified before Congress in steroid hearings exaggerated credentials",29
29865,"3-Feb-04","BUSH, IN BUDGET, SEEKS INCREASES TIED TO SECURITY","Bush budget proposal; its projected increases in national-security spending.",1
45574,"14-Nov-98","TESTING OF A PRESIDENT: THE LAWSUIT;","clinton pays paula jones after a lawsuit",20
38790,"17-Nov-06","Myanmar Is Left in Dark, an Energy-Rich Orphan","Burma left behind in rush to provide energy to Asia",19
21576,"24-Sep-03","U.S. Appeals Court Puts Recall In California Back on Schedule","Federal appeals rules to continue with recall as scheduled",24
41473,"25-Jan-96","Giuliani Weighs Reducing Police Force by 1,000 Jobs","NYC budget woes",24
27530,"15-Jul-00","CONGRESS CLEARS A BILL TO REPEAL THE ESTATE TAX","estate tax",1
5889,"22-Sep-03","SOFT ECONOMY AIDS RECRUITING EFFORT, ARMY LEADERS SAY","Army recruiting helped by bad economy",16
36038,"25-Oct-99","State Child Care Aid Slow to Reach Clients","state child care aid",5
33911,"5-Feb-99","THE PRESIDENT'S TRIAL: NEWS ANALYSIS;","Clinton Impeachment Trial",20
23490,"29-Apr-00","Huge Losses Move Soros to Revamp Empire","George Soros financial loss",15
30857,"28-Dec-05","TRANSIT WORKERS IN DEAL TO SHARE HEALTH PLAN COST","NYC transit workers' strike settlement",5
39767,"30-Mar-97","DEATH IN A CULT: THE VICTIMS;","cult's group suicide",12
36048,"27-Oct-99","Giuliani and Principals Union Near Deal on Ending Tenure","deal on tenure for nyc principals",6
25575,"21-Jan-01","The Inauguration: The President; Bush, Taking Office, Calls For Civility, Compassion And 'Nation Of Character'","Bush sworn in as 43rd President",20
31367,"1-Mar-98","COURTS EXPANDING EFFORT TO BATTLE WATER POLLUTION","Federal courts move to enforce Clean Water Act more strongly",7
35542,"27-Aug-99","A Double World Record-Holder","Michael Johnson holds two world records in Track",29
23242,"16-Mar-02","LONGTIME CLIENTS ABANDON AUDITOR","Arthur Anderson",15
20241,"6-Apr-04","9/11 Panel Plans Hard Questions About the F.B.I. and Justice Dept.","9/11 Commission preparing to subject FBI and Justice Department officials to ""a world of pain"" over their handling of the terrorism threat before 9/11.",16
6180,"2-Dec-02","IRAQ'S NEIGHBORS SEEM TO BE READY TO SUPPORT A WAR","Iraq's neighbors and a war",16
35257,"21-Jul-99","Panel Would Widen Donor Organ System","A fair way to distribute donor organs across city and state lines",3
41690,"18-Feb-96","Clinton Urged To Cite Mexico For Drug Flow","clinton angry about drugs in mexico",12
26452,"17-May-02","House Passes a Welfare Bill With Stricter Rules on Work","new welfare bill stricter on work",13
45494,"3-Nov-98","MICROSOFT ON TRIAL: THE TRIAL;","microsoft antitrust trial",15
27079,"23-Oct-05","The Benefits of the Boom","booming luxury housing market benefits lower income housing",14
45360,"22-Dec-97","Knicks Lose Ewing For Rest of Season","basketball",29
27880,"20-Feb-01","Doubters Fault Theory Finding Earlier Puberty","research on early onset of puberty believed to be flawed",3
43452,"28-Aug-96","A Day of Fresh Starts, and Mourning What Might Have Been","TWA crash victims' school",10
25796,"10-Dec-02","Charming","vipers",7
18284,"17-Jan-05","Rebels Express Thanks for Aid To Indonesians","Tsunami effects politics in Indonesian war zone; foreign aid welcomed by closed off province",19
7048,"12-May-04","Rumsfeld Aide And a General Clash on Abuse","Abu Ghraib scandal; clash between Army investigator and DoD civilian official.",16
18216,"26-Dec-03","INTERNATIONAL BUSINESS; 
Generic Drugs From India Prompting Turf Battles","generic drugs in India",19
6150,"22-Oct-02","U.S. REFINES PLANS FOR WAR IN CITIES","US plans for urban combat in Iraq",16
33479,"10-Dec-98","In North Korean Hunger, Legacy Is Stunted Children","North Korea: nutritional survey shows malnutrition in children, physical and mental illness follow",19
27690,"1-Nov-00","THE 2000 CAMPAIGN: THE VICE PRESIDENT;
Gore Accuses Bush of Waging 'Class Warfare'","Gore attacks Bush tax cut plan",1
21652,"31-Dec-00","THE BLIZZARD OF 2000: THE SCENE;
Under a Swirling Sky and a Joyful Spell","Blizzard in NYC",26
33449,"7-Dec-98","A Plane and Patriotism Take Flight in Gaza","Palestine:  first Palestinian Airlines",19
39247,"21-Jan-97","THE INAGURATION: NEWS ANALYSIS;","Clinton finally inaugurated again",20
31717,"11-Apr-98","Travelers Chief, at 65, Lands 'The Deal' of a Life of Deals","CEO of Travelers Group at the head of his company's merger with Citicorp",15
32502,"14-Jul-98","Calm Ulster Marches After Violent Week","marches in northern ireland",19
26056,"24-Jun-00","Charges of Bias Challenge U.S. Death Penalty","death penalty",12
31297,"20-Feb-98","THE XVIII WINTER GAMES;","Winter Olympics",29
24857,"27-Dec-03","Undaunted by Polls, Faithful Keep Edwards Banner Aloft","John Edwards",20
35856,"3-Oct-99","CHILEAN MILITARY FACES RECKONING FOR ITS DARK PAST","chile military's past crimes",19
23956,"1-Jan-01","Equal Footing: A special report; 9 Million Gaining Upgrade Benefit For Mental Care","improved mental health benefits for federal officials",20
25216,"22-Sep-00","'SOFT MONEY' BAN CALLED A PROBLEM FOR MRS. CLINTON","soft money ban and its effect on Hillary Clinton",20
39547,"1-Mar-97","Japan's Road to Deep Deficit Is Paved With Public Works","Poorly planned public works projects lead to defecit in Japan",19
22872,"14-May-02","Once a Model, Panel on Priests Is Now Faulted","priest abuse scandal",31
25057,"18-Aug-04","Just Keep It Peaceful, Protesters; New York Is Offering Discounts","Presidential election; Republican convention; efforts by NYC authorities to prevent damage from violent protests.",20
30000,"28-Apr-04","New York's Gospel Of Policing by Data Spreads Across U.S.","Export of NYC police techniques and personnel to high-crime cities and towns across the nation.",12
33419,"3-Dec-98","ESPY IS ACQUITTED ON GIFTS RECEIVED WHILE IN CABINET","Cabinet Scandal:  Agriculture Secretary acquitted of corruption charges",20
7027,"1-May-04","U.S. Videos of Qaeda Informer Offer Glimpse Into a Secret Life","Al Qaeda defector used by prosecution in terrorism cases.",16
40828,"8-Aug-97","A Night in the Country","Free concert in Central Park",28
24484,"9-Sep-00","THE 2000 CAMPAIGN: THE DEMOCRATIC CANDIDACY;
A Populist Pitch Helps Gore Woo Back His Party's Base","Gore consolidates his base",20
38329,"13-Sep-06","Spying Uproar Causes Shuffle In Boardroom","Silicon Valley spying uproar causes shift in Hewlett-Packard boardroom",17
25967,"26-Mar-00","Angry Mourners and Police Clash At Funeral of Man Shot by Officer","NY police killed man",12
37174,"27-Mar-06","Pork That's Good for the Heart May Be Possible With Cloning","cloning pigs to make healthy pork",4
16833,"7-Dec-03","Ruse in Toyland: Chinese Workers' Hidden Woe","Chinese Workers Hide Woes for American Inspectors",5
23235,"1-Mar-02","Enron Paid Huge Bonuses in '01; Experts See a Motive for Cheating","Enron scandal",15
22626,"2-May-05","Kenneth Clark, Who Helped End Segregation, Dies","death of anti-segregation activist",30
25170,"1-Nov-04","In the Last Lap, Joking, Jockeying and Hiding the Sweat","Presidential election; final days of campaigining.",20
33811,"24-Jan-99","In the Chamber","Clinton Impeachment Trial",20
41838,"6-Mar-96","Move in Senate Aims at Cutting Corporate Aid","senate tries to end corporate welfare",1
41973,"21-Mar-96","Suspend Disbelief for the Moment, It's Spring","spring weather",26
21817,"19-Dec-01","Fire Damages St. John the Divine","fire destroys church",27
6110,"22-Sep-02","Bush's Push on Iraq at U.N.: Headway, Then New Barriers","Bush and Iraq",16
31117,"29-Jan-98","THE PRESIDENT UNDER FIRE: THE OVERVIEW;","Clinton/Lewinsky Scandal; Leon E. Panettta",20
31737,"14-Apr-98","1998 Candidates Advertise Early And Expensively","Candidates for 1998 midterm elections start campaigning early",20
43791,"6-Oct-96","POLITICS -- Political Battle of the Sexes Is Tougher Than Ever; For Many White Men, Clinton's the Reason To Vote for Dole","men and the presidential election",20
32873,"29-Aug-98","THE MARKET TURMOIL: THE OVERVIEW;","Stock market falls sharply",15
35644,"8-Sep-99","U.N. Says a Quarter of East Timorese Have Fled","UN reports that East Timorese have fled",19
36426,"11-Dec-99","Giuliani Offers Plan to Handle Transit Strike","NY transit strike",5
34383,"7-Apr-99","PARENTS IN PRISON: A special report.;","children with parents in prison",12
19495,"24-Dec-01","A Nation Challenged: Pakistan; Kashmir's Islamic Guerrillas See Little to Fear From U.S.","Islamic terrorists in Pakistan put on US's official list",19
21250,"30-Oct-04","Met Names Record Executive As Opera's General Manager","Management of the NYC Metropolitan Opera; new manager appointed.",28
26105,"12-Aug-00","NO SAFETY ISSUES SEEN BY U.S. BOARD IN EGYPTAIR CRASH","airplane crash",10
37844,"4-Jul-06","Conservative Has Slight Edge In Mexico Vote","Conservative candidate has slight lead in Mexican presidential election",19
5626,"23-Aug-02","SECRET COURT SAYS F.B.I. AIDES MISLED JUDGES IN 75 CASES","FBI surveillance",16
35654,"9-Sep-99","Lott Says Veto Is Likely to Kill Tax Cut in '99","Clinton promises veto in Republican tax cut",20
37164,"26-Mar-06","Meals That Moms Can Almost Call Their Own","meal assembly centers",99
7374,"31-Jul-02","AIR POWER ALONE CAN'T DEFEAT IRAQ, RUMSFELD ASSERTS","Rumsfeld says more than air power needed in Iraq",16
42243,"19-Apr-96","Senate Defeats Dole Revision To Health Bill","bob dole tries to revise a health bill",3
18002,"30-Jul-02","8 Years After Invasion, Haiti Squalor Worsens","Haiti poverty",19
6979,"26-Feb-02","U.S. Is in Talks on Handing Over Of Suspect in Reporter's Killing","suspect in Daniel Pearl killing could be handed over to the US",16
6250,"19-Apr-04","Airing of Powell's Misgivings Tests Cabinet Ties","Colin Powell discusses misgivings about war in Iraq",20
24643,"19-Nov-00","COUNTING THE VOTE: THE STRATEGY;
Spin the Battle: Fierce Contest To Woo Public","public relations in the recount battle",20
27031,"7-Jul-05","Brooklyn Plan Draws a Rival, And It's Smaller","Development plan in Brooklyn",14
28133,"18-May-01","The Energy Plan: The Overview; Bush, Pushing Energy Plan, Offers Scores Of Proposals To Find New Power Sources","Bush tries to sell energy plan to Congress",8
37434,"5-May-06","An Organ Composition for the Very, Very Patient","Germany: organ composition to be performed over 639 years",19
27567,"6-Aug-00","In Sex Crimes, Evidence Depends On Game of Chance in Hospitals","rape cases depend on hospital examination",12
35400,"8-Aug-99","CLINTON TO CHIDE STATES FOR FAILING TO COVER CHILDREN","Federal officials to investigate whether states have excluded children from Medicaid improperly",3
30291,"9-Dec-04","Groups Debate Slower Strategy On Gay Rights","Debate within pro-gay marriage groups over whether success of ballot initiatives for bans on same-sex union should induce a more cautious strategy.",2
34111,"3-Mar-99","Growing Compatibility Issue: Computers and User Privacy","Privacy concerns over embedded serial number used to identify computer user",2
42954,"4-Jul-96","Burial for Captain Killed in Truck Bombing","bombing victim buried",19
36262,"21-Nov-99","Unearthing the New Nashville's Wax Castoffs","wax museum closes",28
45019,"15-Nov-97","PICTURES OF SABRINA: A special report.; A Slide Into Peril, With No One to Catch Her","dead child in bronx",12
28800,"3-Jul-02","At the Front On Pollution","California and air pollution",7
42876,"26-Jun-96","Dole Requests a Meeting and Gets a Bonus","abortion and bob dole",2
19583,"5-Oct-02","SMALLPOX VACCINE BACKED FOR PUBLIC","smallpox vaccine",19
32148,"2-Jun-98","Tornadoes' Aftermath","Tornadoes in New York",26
17849,"12-Jul-04","An Exodus of African Nurses Puts Infants and the Ill in Peril","Shortage of nurses in African countries due to large-scale emigration to developed world.",19
38449,"30-Sep-06","Lawmaker Quits Over E-Mail Sent To Teenage Pages","Representaive Mark Foley quits over scandal where he sent sexually suggestive emails to male pages",20
16914,"16-Apr-03","A NATION AT WAR: THE ASIAN FRONT; 
North Koreans And U.S. Plan Talks in Beijing","US and North Korea plan talks",16
18634,"15-Dec-01","Shots Disrupt West Bank Funeral","funeral disrupted by bullets",19
8662,"23-May-00","LAST-DITCH EFFORT BY 2 SIDES TO WIN CHINA TRADE VOTE","Chinese trade bill",18
27440,"6-Jun-00","In Rural Enclaves of U.S., Cockfights Are Flourishing","cockfighting",12
36180,"11-Nov-99","FLIGHT RECORDER SAID TO INDICATE CONTROL AT FIRST","investigation into EgyptAir crash",10
29064,"15-Dec-02","As State Budgets Break, Pain Trickles Down","state budget problems",24
27922,"10-Mar-01","Bush Issues Order Preventing Strike By Airline Union","Bush issues executive order preventing airline mechanics strike",5
8025,"20-Nov-01","Kabul Cinema Opens to Joy and Chaos","first movie shown in public in Afghanistan",19
43274,"8-Aug-96","Some Cured of Sickle Cell Disease By Transplants of Bone Marrow","sickle cell disease treatment",3
32851,"27-Aug-98","Plea to I.M.F.","Russia makes plea to I.M.F. as it confronts financial crisis",19
30534,"30-Apr-05","A Hand in Bush's Proposal","Bush's social security plan",13
43633,"18-Sep-96","POLITICS: THE DEBATES; Panel on Debates Bars Perot, Calling Him Unelectable","ross perot barred from debates",20
27348,"22-Apr-00","THE ELIAN GONZALEZ CASE: THE OVERVIEW;
3RD PARTY JOINING EFFORT TO RETURN BOY TO HIS FATHER","Elian Gonzelz",5
43190,"30-Jul-96","ISRAEL MAPS ROADS ACROSS WEST BANK","israel building roads in the west bank",19
27244,"17-Mar-00","For Those Who Can Afford It, Old-Style Medicine Returns","doctors closing out insurance",3
6300,"22-Mar-03","A NATION AT WAR: THE SCENE; 
Muted Joy as Troops Capture an Iraqi Town","capture of Iraqi border town",16
19064,"23-Nov-01","Democracy's Uneasy Steps in Islamic World","Islamic countries becoming more open, experimenting in freedom",19
36579,"30-Dec-99","A Memorial to a Killer Crumbles","Israel destroys a shrine to a terrorist",19
42074,"31-Mar-96","Queens Old-Timers Uneasy As Asian Influence Grows","asians in queens",5
32118,"29-May-98","Starr Seeks Action","kenn starr wants a supreme court ruling on privilege",20
41390,"16-Jan-96","Russians Pounding Rebels Who Hold 100 Hostages","russia attacking in chechnya",19
26662,"29-Dec-02","Ranchers Bristle as Gas Wells Loom on the Range","natural gas in the west",8
18721,"30-Apr-02","ISRAELI ARMY RAIDS THE LARGEST CITY IN THE WEST BANK","Israeli army captures hebron",19
18956,"26-May-05","EUROPE GETS IRAN TO EXTEND FREEZE IN NUCLEAR WORK","Iran to extend nuclear freeze",19
45722,"19-Oct-05","M.T.A. to Offer Fare Discount Over Holidays","New York's Metropolitan Transit Authority lowers fares for holidays",10
37004,"2-Mar-06","Stretched to Limit, Women Stall March to Work","Women working",5
35298,"26-Jul-99","Hunger Ravages Angolans in Renewed Civil War","Children Starving Amidst Civil War in Angola",19
32666,"3-Aug-98","As Crime Falls, Pressure Rises To Alter Data","Police false crime reports may have affected crime statistics",12
5597,"7-Oct-01","A Nation Challenged: Intelligence; In Hindsight, C.I.A. Sees Flaws That Hindered Efforts on Terror","CIA changing flaws to improve efforts",16
38820,"22-Nov-06","LEBANON OFFICIAL CRITICAL OF SYRIA IS ASSASSINATED","Lebanese official critical of Syria is assasinated",19
25266,"9-Sep-03","THE SUPREME COURT: ARGUMENTS; 
Justices Hear Vigorous Attacks On New Campaign Finance Law","supreme court hears arguments on campaign finance law",20
41484,"26-Jan-96","African Women in France Battling Polygamy","polygamy among africans in france",19
22000,"26-Oct-00","BASEBALL: SUBWAY SERIES;
In 5 Games, a Third Straight World Series Trophy","baseball world series",29
28461,"4-Oct-01","Researchers Say Gene Is Linked to Language","speech and language gene found",3
7630,"28-Jan-05","BUSH SAYS IRAQIS WILL WANT G.I.'S TO STAY TO HELP","Bush announces that Iraq can order American troops out, but will want them to stay after election",16
39457,"17-Feb-97","KOREAN SHOOTING IS CASTING CLOUD ON SIGNS OF THAW","South Korea on terrorism alert; 2 men attempt to assasinate North Korean defector; Increase in Cold War Tension",19
24720,"10-Dec-00","CONTESTING THE VOTE: NEWS ANALYSIS;
Nation's Fault Line Divides Justices, Too","supreme court divided over recounts",20
30897,"1-Jan-98","To Usher In the New Laws, Quiet the Dog, Quit Smoking","New NYC laws",24
30947,"7-Jan-98","INTERNATIONAL BUSINESS;","IMF; debt in SE Asia",19
19109,"11-Nov-04","ARAFAT DIES AT 75; NO SUCCESSOR SET; WEST BANK BURIAL","Death of Yasser Arafat; lack of a formally-appointed successor.",19
40208,"22-May-97","U.S. Rests on Emotional Note in the Bombing Trial","Oklahoma City Bombing:  the trial's emotional notes",16
40978,"27-Aug-97","SENATE MEASURES WOULD DEAL BLOW TO INDIAN RIGHTS","Senate subcomimittee measures would deal blow to American Indian rights",21
40048,"3-May-97","THE BUDGET BATTLE: THE OVERVIEW;","Budget: accord reached on plan to balance budget by 2002",1
24474,"3-Sep-00","THE 2000 CAMPAIGN: WRITING AND HEALING;
Career in the Balance, Gore Focused His Energy on a Book","Al Gore",20
33901,"4-Feb-99","Suha Arafat: A Militant in a Blue BMW","Yasir Arafat's wife devoted to husband's cause",19
36664,"11-Jan-06","E.P.A. Revision Is Likely to Cut Mileage Ratings","EPA fuel economy ratings",7
7046,"11-May-04","Head of Inquiry On Iraq Abuses Now in Spotlight","Abu Ghraib scandal; profile of chief Army investigator.",16
23231,"19-Feb-02","Congress's Scrutiny Shifts to Wall Street And Its Enron Role","Enron scandal; Congress's scrutiny moves to stock market",15
43282,"9-Aug-96","A POLITICAL LIFE: The Legislative Years -- THE REPUBLICAN; As Candidate, Dole Casts Off His Feats as a Skilled Senator","bob dole candidacy",20
44469,"18-Dec-96","A Weary Zaire Welcomes Mobutu Home","zaire president returns home",19
36856,"9-Feb-06","Panel Explores Standard Tests For Colleges","Higher education; educational testing; educational standards",6
32809,"22-Aug-98","Anger, Outrage and Support","Anger,outrage, and support for U.S. missile strikes",16
41257,"2-Jan-96","FEDERAL IMPASSE SADDLING STATES WITH INDECISION","Federal budget impasse affect on states",20
32128,"30-May-98","Taxi Vote's Aftermath","taxi drivers vote to approve mayor's plans",10
6625,"25-Oct-05","BOMBERS STRIKE BAGHDAD HOTELS","terrorist attack at baghdad hotels",19
42232,"17-Apr-96","New York Council to Ask Voters To Postpone Limits on Its Terms","NY council term limits",24
8022,"15-Nov-01","Kabul Revives","Kabul sheds Taliban restrictions",19
33352,"26-Oct-98","RETURNING HOME, NETANYAHU FACES THE REAL BATTLE","Israeli Prime Minister Netanyahu begins aggressive campaign at home after returning from the U.S.",19
23143,"25-Feb-04","With a Recovering Economy, The Day of the Big Deal Is Back","Role of recovering economy in promoting corporate mergers.",15
40788,"3-Aug-97","Overloaded F.D.A. Is Facing Biggest Challenge, Tobacco","F.D.A. contemplates regulating tobacco",3
35684,"13-Sep-99","THE DEBATE ON AID FOR THE ELDERLY FOCUSES ON WOMEN","Medicare focuses on women",3
44928,"6-Nov-97","THE 1997 ELECTIONS: THE GOVERNOR; Whitman Pleased at Victory In New Jersey, However Slim","NJ governor election",24
22025,"27-Jan-01","Game, Set, Comeback: Capriati Wins a Major","Capriati returns to tennis to win Grand Slam trophey",29
32676,"5-Aug-98","Students, Seeking a Leg Up, Crowd Into Summer Classes","Number of students taking voluntary summer classes on the rise",6
24273,"15-Jan-00","THE 2000 CAMPAIGN: THE DEMOCRATIC CHALLENGER;
Bradley's Appeal Competes With a Frequently Gruff Side","2000 election; bill bradley",20
19270,"2-Sep-00","A Global Milestone for U.N., Local Chaos for New Yorkers","millennium summit at the UN",19
42728,"9-Jun-96","A RIVER RECLAIMED: Reversing Pollution's Toll -- First of two articles.; Shaking Off Man's Taint, Hudson Pulses With Life","Waste in Hudson River; viability of fish threatened",7
16869,"12-Mar-00","Kosovo's Unquenched Violence Dividing U.S. and NATO Allies","US/NATO invovment in Kosovo",16
8117,"5-Nov-01","A Nation Challenged: Military; U.S. May Gain Use Of More Air Bases To Strike Taliban","Tajikistan-US close to agreement on letting US lead Afghan strikes from bases",16
20774,"14-Sep-00","THE 2000 CAMPAIGN: IN CONGRESS;
Two Parties Share Soapbox in Hearing To Scold Hollywood","both presidential campaigns attack hollywood",20
7329,"19-Dec-05","ASKING PATIENCE, PRESIDENT CITES PROGRESS IN IRAQ","Bush speech on Iraq",16
23097,"13-Sep-00","BANKING'S BIG DEAL: THE OVERVIEW;
CHASE IS REPORTED ON VERGE OF DEAL TO OBTAIN MORGAN","chase to acquire jp morgan",15
34566,"29-Apr-99","Federal Panel to Recommend Some Gambling Restrictions","gambing restrictions",15
22068,"18-Jun-01","U.S. Open Playoff Today","Playoff between two golfers in US Open",29
45166,"1-Dec-97","DISTRUST IN CLEARWATER -- A special report.; Death of a Scientologist Heightens Suspicions in a Florida Town","scientologist dies",30
25529,"25-May-01","Balance of Power","overview of consequences of Senator's party switch",20
18009,"22-Jul-01","Farm Unrest in Mexico Challenges New President","Mexican peasants protesting agricultural policies, prices",19
6225,"18-Mar-03","THREATS AND RESPONSES: NEWS ANALYSIS; 
A New Doctrine for War","new doctrine of pre-emptive war enstated after 50 years",16
37704,"13-Jun-06","PRISONERS GAIN IN SUIT ATTACKING LETHAL INJECTION","Supreme Court allows inmates to challenge procedure of lethal injection",12
42683,"4-Jun-96","PRIVATE HOSPITALS IN NEW YORK SIGNAL A DEEPENING CRISIS","NYC private hospitals in financial crisis in move toward managed care",3
39888,"13-Apr-97","It's Not Easy Being a Mets Fan","new york mets",29
20369,"19-Oct-01","First Meeting for Bush and Jiang","Bush meets Chinese President in Shanghai",19
40138,"14-May-97","A Co-op Must Pay $640,000 For Denying Sublet to Black","racial discrimination:  Man sued for denying sublet to Black",2
36745,"23-Jan-06","Held in 9/11 Net, Muslims Return To Accuse U.S.","post-9/11 US detention of noncitizen ""persons of interest""",16
21471,"11-Jul-03","Mayor's Idea of Nonpartisan Vote Is Drawing Powerful Opponents","non partisan elections proposed in NYC",24
29958,"31-Mar-04","TAXI COMMISSION BACKS A 26% RISE FOR FARES IN CITY","Taxi commission in NYC announces rate increase.",10
25435,"2-Feb-05","DEAN EMERGING AS LIKELY CHIEF FOR DEMOCRATS","Howard Dean leader of the Democratic party",20
33851,"28-Jan-99","HOCKEY;","Salt Lake City competes to hold 2002 Olympics",19
30498,"12-Apr-05","Videos Challenge Hundreds of Convention Arrests","Video footage used in court casts a different light on some arrests",12
22893,"14-Aug-02","Cardinal Law Said His Policy Shielded Priests","Catholic abuse scandal",31
29383,"2-Jun-03","New York's Pain, Reflected on a City Block","budget problems in NYC and their effect on common people",24
20694,"16-Sep-05","For Athletes Left on Sideline, Welcome Mats and Questions","student atheletes displaced by Katrina",14
30304,"16-Dec-04","Old-School Officers Swear By the Vanishing .38","Decreasing use of revolver among police officers.",12
5650,"18-Jul-03","AFTER THE WAR: C.I.A. UPROAR; 
New Details Emerge On Uranium Claim And Bush's Speech","Bush's disputed claims on Iraqi nuclear program in the state of the union address",16
25734,"23-Aug-00","S.E.C. Decides to Take No Action After Inquiry Into Lazio's Trades","campigner for US senate avoids SEC investigation",20
32168,"4-Jun-98","THE ELECTIONS","CA elections",24
20622,"18-Sep-02","Once Again, a High-Flying Flag","flags on the brooklyn bridge",21
7286,"29-Oct-03","THE STRUGGLE FOR IRAQ: THE WHITE HOUSE; 
BUSH SAYS HE SEES NO NEED IN IRAQ FOR ADDING G.I.'S","Bush says US will stay the course in Iraq",16
19150,"21-Nov-05","SHARON PLANNING TO LEAVE PARTY; SEEKS ELECTIONS","Ariel Sharon to found a new party",19
20686,"6-Sep-04","2nd Hurricane Deepens Wounds in Stricken Florida","Second 2004 Florida hurricane; cumulative effect on State.",26
20462,"19-Jul-05","U.S. to Broaden India's Access To Nuclear-Power Technology","U.S. agrees to allow India to begin civilian nuclear program",19
20759,"8-Sep-01","Scholar Sets Off Gastronomic False Alarm","professor's research on complaints causes undo alarm in restaurants",15
16843,"19-Dec-04","Using Power, Losing Favor","Putin's Russia; increasing doubts in U.S. regarding drive to centralization and government control; case of Yukos acquisition.",8
29321,"8-May-03","Schools Try Integration by Income, Not Race","schools integrating students by income",6
44277,"28-Nov-96","Ex-Prosecutor Was Cavalier In Disregard for Trail He Left","fugitive former prosecutor caught",12
30987,"12-Jan-98","Clinton to Require State Efforts to Cut Drug Use in Prisons","Clinton's efforts to decrease drug use in prisions",12
41149,"19-Sep-97","Rival Ousted in China","chinese politics",19
19020,"25-Apr-00","Iran Reformers Feeling Pressed By Hard-Liners","Iranian reform politics",19
40158,"16-May-97","Unabom Case: U.S. Is Seeking Death Sentence","Unabom Case, death penalty sought",12
38549,"15-Oct-06","Tigers Sweep Oakland; Mets Trail in Series","Detroit Tigers sweep Oakland A's in AL Championship Series, Mets trail 2-1 in NL Championship Series",29
39858,"9-Apr-97","Clinton and the Laws of (Slow) Motion","clinton recovering from knee surgery",20
38074,"7-Aug-06","Israel Facing a Well-Trained and Supplied Enemy","Israel faces a well-trained and supplied enemy in Hezbollah",19
30967,"9-Jan-98","HOUSE OF GRAFT: Tracing the Bhutto Millions -- A special report.;","Pakistani foreign bank corrpution",19
18857,"17-Aug-03","Israel Relaxes Amnesty Policy On Palestinians","Israeli amnesty policy for Palestinians",19
17853,"3-Jun-05","AIDS, Pregnancy and Poverty Trap Ever More African Girls","Women in Africa",19
16880,"7-Feb-00","Moscow Takes Step To Ease U.S. Fears On Plutonium Use","Russian plutonium",16
28401,"25-Aug-01","Firestone Set to Pay $7.5 Million in Suit","Firestone agrees to pay family in lawsuit",10
44097,"8-Nov-96","New York Official Seeks to Overhaul Special Education","special education overhaul in NY",6
27027,"30-Jun-05","MORGAN REHIRING ITS EX-PRESIDENT","John Mack to be elected as new President of Morgan Stanley",15
43507,"4-Sep-96","Choices Reshaping Schools Landscape","school choice movement",6
42051,"29-Mar-96","F.A.A. to Streamline Rules That Gave It Obsolescence","FAA changing rules",10
30065,"8-Jun-04","BLOOMBERG SEEKS TO TOUGHEN CODE FOR NOISE IN CITY","NYC Mayor's efforts to curb noise pollution.",7
40098,"9-May-97","Ghost in the Chess Machine: A Brain, or Just a Black Box?","Chess:  man goes against machine",28
